Clav_Hotel_Buscado,Clav_Hotel_Recomendado,Rank
90002987,90002405,4
90002987,90011753,5
90002987,90002286,6
90002987,90003864,7
90002987,90002509,8
90002987,90002750,9
90002987,90002295,10
90002987,90003044,11
90002987,90002695,12
90002987,90011762,13
90002987,90002853,14
90002987,90002820,15
90002987,90010819,16
90002987,90002287,17
90002987,90002986,18
90002987,90003377,19
90002987,90003725,20
90002990,90002990,1
90002990,90011705,2
90002990,90002350,3
90002990,90002515,4
90002990,90010077,5
90002990,90002977,6
90002990,90002812,7
90002990,90010805,8
90002990,90010037,9
90002990,90002307,10
90002990,90010137,11
90002990,90002731,12
90002990,90003088,13
90002990,90003484,14
90002990,90003129,15
90002990,90010619,16
90002990,90010008,17
90002990,90003220,18
90002990,90010075,19
90002990,90003193,20
90002993,90002993,1
90002993,90003031,2
90002993,90002271,3
90002993,90003329,4
90002993,90010442,5
90002993,90002500,6
90002993,90010461,7
90002993,90002841,8
90002993,90002243,9
90002993,90003513,10
90002993,90002611,11
90002993,90002759,12
90002993,90003577,13
90002993,90010765,14
90002993,90003732,15
90002993,90002230,16
90002993,90011409,17
90002993,90003444,18
90002993,90003040,19
90002993,90003020,20
90002994,90002994,1
90002994,90002219,2
90002994,90002756,3
90002994,90002401,4
90002994,90003394,5
90002994,90003538,6
90002994,90002956,7
90002994,90002980,8
90002994,90010141,9
90002994,90010578,10
90002994,90003061,11
90002994,90011292,12
90002994,90002404,13
90002994,90002424,14
90002994,90002953,15
90002994,90003534,16
90002994,90002228,17
90002994,90002724,18
90002994,90010062,19
90002994,90003521,20
90002995,90002995,1
90002995,90011641,2
90002995,90010435,3
90002995,90010454,4
90002995,90010526,5
90002995,90003028,6
90002995,90002873,7
90002995,90003186,8
90002995,90003435,9
90002995,90002972,10
90002996,90002996,1
90002996,90003244,2
90002996,90003423,3
90002996,90010363,4
90002996,90011120,5
90002996,90011519,6
90002996,90010211,7
90002996,90002970,8
90002996,90002643,9
90002996,90003508,10
90002998,90002998,1
90002998,90003441,2
90002998,90003323,3
90002998,90010518,4
90002998,90010291,5
90002998,90003386,6
90002998,90002588,7
90002998,90002815,8
90002998,90003951,9
90002998,90011728,10
90002999,90002999,1
90002999,90003063,2
90002999,90002943,3
90002999,90003049,4
90002999,90003293,5
90002999,90003354,6
90002999,90011733,7
90002999,90003071,8
90002999,90002508,9
90002999,90002688,10
90002999,90002904,11
90002999,90002269,12
90002999,90002535,13
90002999,90002226,14
90002999,90003451,15
90002999,90002941,16
90002999,90011326,17
90002999,90002608,18
90002999,90002231,19
90002999,90003303,20
90003000,90003000,1
90003000,90002718,2
90003000,90010313,3
90003000,90003135,4
90003000,90002901,5
90003000,90002539,6
90003000,90010045,7
90003000,90010432,8
90003000,90010403,9
90003000,90002443,10
90003000,90002886,11
90003000,90010402,12
90003003,90003003,1
90003003,90010044,2
90003003,90010317,3
90003003,90010261,4
90003003,90002329,5
90003003,90002316,6
90003003,90011014,7
90003003,90010318,8
90003003,90010393,9
90003003,90002917,10
90003003,90002705,11
90003003,90010184,12
90003003,90003050,13
90003003,90002844,14
90003003,90002907,15
90003003,90010316,16
90003003,90010003,17
90003003,90003407,18
90003003,90011686,19
90003003,90002647,20
90003007,90003007,1
90003007,90002360,2
90003007,90002580,3
90003007,90011699,4
90003007,90011772,5
90003007,90002815,6
90003007,90003237,7
90003007,90003171,8
90003007,90011693,9
90003007,90002428,10
90003007,90002641,11
90003007,90003254,12
90003007,90003589,13
90003007,90002617,14
90003007,90003250,15
90003007,90003174,16
90003007,90003246,17
90003007,90003588,18
90003007,90002487,19
90003007,90002604,20
90003009,90003009,1
90003009,90002741,2
90003009,90003072,3
90003009,90002828,4
90003009,90011794,5
90003009,90002835,6
90003009,90002261,7
90003009,90000502,8
90003009,90003267,9
90003009,90000512,10
90003009,90002734,11
90003009,90004588,12
90003009,90002733,13
90003009,90003747,14
90003009,90003780,15
90003009,90003606,16
90003009,90010598,17
90003009,90003098,18
90003009,90004828,19
90003009,90002859,20
90003010,90003010,1
90003010,90003605,2
90003010,90000509,3
90003010,90000506,4
90003010,90002576,5
90003010,90002883,6
90003010,90000501,7
90003010,90004350,8
90003010,90002504,9
90003010,90002315,10
90003010,90003164,11
90003010,90000507,12
90003010,90000499,13
90003010,90010443,14
90003010,90003747,15
90003010,90002733,16
90003010,90000504,17
90003010,90002319,18
90003010,90000511,19
90003010,90011716,20
90003011,90003011,1
90003011,90002506,2
90003011,90002482,3
90003011,90010316,4
90003011,90002340,5
90003011,90003260,6
90003011,90002907,7
90003011,90002753,8
90003011,90010393,9
90003011,90002413,10
90003011,90002670,11
90003011,90002671,12
90003011,90002332,13
90003011,90010318,14
90003011,90003121,15
90003011,90011760,16
90003011,90002710,17
90003011,90011014,18
90003011,90010044,19
90003011,90010261,20
90003014,90003014,1
90003014,90010124,2
90003014,90003348,3
90003014,90003034,4
90003014,90003722,5
90003014,90002884,6
90003014,90002937,7
90003014,90002211,8
90003014,90003316,9
90003014,90010370,10
90003014,90011757,11
90003014,90003029,12
90003014,90002885,13
90003014,90002767,14
90003014,90002289,15
90003014,90002305,16
90003014,90010186,17
90003014,90010101,18
90003014,90002369,19
90003014,90003256,20
90003015,90003015,1
90003015,90011707,2
90003015,90003209,3
90003015,90002975,4
90003015,90003111,5
90003015,90002955,6
90003015,90003458,7
90003015,90002773,8
90003015,90002772,9
90003015,90002774,10
90003015,90003723,11
90003015,90003215,12
90003015,90003208,13
90003015,90003480,14
90003015,90002958,15
90003015,90002337,16
90003015,90003367,17
90003015,90002346,18
90003015,90010097,19
90003016,90003016,1
90003016,90002881,2
90003016,90002420,3
90003016,90010340,4
90003016,90002882,5
90003016,90002257,6
90003016,90002636,7
90003016,90010205,8
90003016,90011759,9
90003016,90003562,10
90003016,90010339,11
90003016,90003276,12
90003016,90010048,13
90003016,90010311,14
90003016,90003307,15
90003016,90010148,16
90003016,90010054,17
90003016,90010107,18
90003016,90002894,19
90003016,90010202,20
90003017,90011424,1
90003017,90011456,2
90003017,90003861,3
90003017,90003862,4
90003017,90010902,5
90003017,90010797,6
90003017,90010780,7
90003017,90011056,8
90003017,90011457,9
90003017,90011039,10
90003017,90011433,11
90003017,90011074,12
90003017,90010468,13
90003017,90003858,14
90003017,90010134,15
90003017,90003860,16
90003017,90003863,17
90003017,90003115,18
90003017,90010483,19
90003017,90010968,20
90003018,90003018,1
90003018,90011254,2
90003018,90002879,3
90003018,90011627,4
90003018,90010228,5
90003018,90003051,6
90003018,90010148,7
90003018,90011669,8
90003018,90002900,9
90003018,90002419,10
90003018,90010275,11
90003018,90003341,12
90003018,90010107,13
90003018,90010054,14
90003018,90010048,15
90003018,90003307,16
90003018,90010160,17
90003018,90010146,18
90003018,90003340,19
90003018,90011719,20
90003020,90003577,1
90003020,90010765,2
90003020,90003781,3
90003020,90003042,4
90003020,90010516,5
90003020,90003444,6
90003020,90003086,7
90003020,90003197,8
90003020,90002229,9
90003020,90011731,10
90003020,90010908,11
90003020,90003530,12
90003020,90003466,13
90003020,90010591,14
90003020,90003077,15
90003020,90010770,16
90003020,90011315,17
90003020,90010562,18
90003020,90011390,19
90003020,90004078,20
90003021,90003021,1
90003021,90002796,2
90003021,90002756,3
90003021,90002661,4
90003021,90003394,5
90003021,90011853,6
90003021,90011253,7
90003021,90002615,8
90003021,90002724,9
90003021,90002618,10
90003021,90002639,11
90003021,90002980,12
90003021,90010141,13
90003021,90002228,14
90003021,90003421,15
90003021,90003521,16
90003021,90002210,17
90003021,90010286,18
90003021,90010653,19
90003021,90003534,20
90003025,90003025,1
90003025,90010004,2
90003025,90003241,3
90003025,90002651,4
90003025,90003253,5
90003025,90003248,6
90003025,90002781,7
90003025,90003239,8
90003025,90010116,9
90003025,90010887,10
90003025,90003508,11
90003025,90002606,12
90003025,90003251,13
90003025,90003242,14
90003025,90003056,15
90003025,90011868,16
90003025,90002660,17
90003025,90002643,18
90003025,90002468,19
90003025,90002501,20
90003027,90003027,1
90003027,90002805,2
90003027,90002688,3
90003027,90010390,4
90003027,90010149,5
90003027,90002278,6
90003027,90011326,7
90003027,90002943,8
90003027,90002277,9
90003027,90002535,10
90003027,90002709,11
90003027,90002803,12
90003027,90002276,13
90003027,90002231,14
90003027,90002940,15
90003027,90003158,16
90003027,90003071,17
90003027,90002508,18
90003027,90003354,19
90003027,90003159,20
90003028,90003028,1
90003028,90002873,2
90003028,90010537,3
90003028,90011583,4
90003028,90002783,5
90003028,90011540,6
90003028,90011374,7
90003028,90011667,8
90003028,90011450,9
90003028,90003030,10
90003029,90003029,1
90003029,90003014,2
90003029,90002211,3
90003029,90002622,4
90003029,90003348,5
90003029,90010124,6
90003029,90003722,7
90003029,90003034,8
90003029,90002937,9
90003029,90003214,10
90003029,90002885,11
90003029,90003316,12
90003029,90010370,13
90003029,90010220,14
90003029,90003114,15
90003029,90002525,16
90003029,90010998,17
90003029,90010186,18
90003029,90010101,19
90003029,90002766,20
90003030,90003030,1
90003030,90002806,2
90003030,90002785,3
90003030,90010764,4
90003030,90011180,5
90003030,90002737,6
90003030,90010931,7
90003030,90010816,8
90003030,90010267,9
90003030,90003711,10
90003030,90003550,11
90003030,90010446,12
90003030,90010842,13
90003030,90010410,14
90003030,90010814,15
90003030,90010659,16
90003030,90010542,17
90003031,90003031,1
90003031,90002271,2
90003031,90002230,3
90003031,90010442,4
90003031,90003732,5
90003031,90002243,6
90003031,90002500,7
90003031,90003086,8
90003031,90010430,9
90003031,90003513,10
90003031,90003782,11
90003031,90003329,12
90003031,90002611,13
90003031,90010461,14
90003031,90002993,15
90003031,90003042,16
90003031,90002418,17
90003031,90002759,18
90003031,90002906,19
90003031,90002896,20
90003032,90003032,1
90003032,90003567,2
90003032,90003809,3
90003032,90003286,4
90003032,90010366,5
90003032,90003069,6
90003032,90003124,7
90003032,90010535,8
90003032,90010573,9
90003032,90003101,10
90003032,90010350,11
90003032,90002653,12
90003032,90002654,13
90003032,90003952,14
90003032,90002557,15
90003032,90003236,16
90003032,90011088,17
90003032,90003966,18
90003034,90003034,1
90003034,90003348,2
90003034,90010124,3
90003034,90002884,4
90003034,90010186,5
90003034,90003014,6
90003034,90010370,7
90003034,90011757,8
90003034,90002289,9
90003034,90002454,10
90003034,90002937,11
90003034,90002305,12
90003034,90002767,13
90003034,90002969,14
90003034,90003114,15
90003034,90010998,16
90003034,90002304,17
90003034,90011248,18
90003034,90010487,19
90003034,90003620,20
90003035,90003035,1
90003035,90010424,2
90003035,90002309,3
90003035,90002245,4
90003035,90010185,5
90003035,90003139,6
90003035,90003962,7
90003035,90003796,8
90003035,90003404,9
90003035,90002318,10
90003035,90010857,11
90003035,90002870,12
90003035,90004059,13
90003035,90010863,14
90003035,90003043,15
90003035,90003575,16
90003035,90002538,17
90003035,90002256,18
90003035,90010136,19
90003035,90011624,20
90003037,90003037,1
90003037,90010304,2
90003037,90003571,3
90003037,90003744,4
90003037,90002251,5
90003037,90003169,6
90003037,90010686,7
90003037,90010720,8
90003037,90010688,9
90003037,90010690,10
90003037,90010838,11
90003037,90002747,12
90003037,90010687,13
90003037,90002516,14
90003037,90010626,15
90003037,90010664,16
90003037,90010717,17
90003037,90010984,18
90003037,90003457,19
90003037,90003473,20
90003040,90003040,1
90003040,90003453,2
90003040,90003781,3
90003040,90003444,4
90003040,90003633,5
90003040,90003020,6
90003040,90002841,7
90003040,90002267,8
90003040,90010461,9
90003040,90003058,10
90003040,90003067,11
90003040,90002759,12
90003040,90003563,13
90003040,90003577,14
90003040,90002489,15
90003040,90003782,16
90003040,90011409,17
90003040,90010155,18
90003040,90003732,19
90003040,90002271,20
90003041,90003041,1
90003041,90011727,2
90003041,90011176,3
90003041,90003252,4
90003041,90011710,5
90003041,90004096,6
90003041,90003587,7
90003041,90004048,8
90003041,90003170,9
90003041,90010456,10
90003042,90003042,1
90003042,90002246,2
90003042,90002271,3
90003042,90002243,4
90003042,90002230,5
90003042,90003031,6
90003042,90010430,7
90003042,90003513,8
90003042,90010442,9
90003042,90002249,10
90003042,90003086,11
90003042,90010461,12
90003042,90002802,13
90003042,90003732,14
90003042,90002418,15
90003042,90002759,16
90003042,90002611,17
90003042,90002500,18
90003042,90010908,19
90003042,90011409,20
90003043,90003043,1
90003043,90003575,2
90003043,90010863,3
90003043,90003962,4
90003043,90003510,5
90003043,90002245,6
90003043,90002870,7
90003043,90003139,8
90003043,90010424,9
90003043,90002309,10
90003043,90010776,11
90003043,90002256,12
90003043,90011624,13
90003043,90002538,14
90003043,90004059,15
90003043,90010136,16
90003043,90002244,17
90003043,90002300,18
90003043,90010185,19
90003043,90010067,20
90003044,90003044,1
90003044,90002266,2
90003044,90002840,3
90003044,90003377,4
90003044,90003864,5
90003044,90002286,6
90003044,90002750,7
90003044,90010819,8
90003044,90002509,9
90003044,90002287,10
90003044,90002241,11
90003044,90002820,12
90003044,90003627,13
90003044,90010142,14
90003044,90002853,15
90003044,90003725,16
90003044,90002986,17
90003044,90002695,18
90003044,90011762,19
90003044,90002409,20
90003045,90003045,1
90003045,90002460,2
90003045,90002824,3
90003045,90002722,4
90003045,90002891,5
90003045,90002663,6
90003045,90002825,7
90003045,90002659,8
90003045,90002406,9
90003045,90002396,10
90003045,90002703,11
90003045,90002570,12
90003045,90002467,13
90003045,90002697,14
90003045,90002480,15
90003045,90002465,16
90003045,90002532,17
90003045,90002680,18
90003045,90002325,19
90003045,90002479,20
90003046,90003046,1
90003046,90011885,2
90003046,90010453,3
90003046,90003170,4
90003046,90010552,5
90003046,90011785,6
90003046,90003041,7
90003046,90011727,8
90003046,90011176,9
90003046,90011715,10
90003048,90003048,1
90003048,90010406,2
90003048,90003113,3
90003048,90002839,4
90003048,90010418,5
90003048,90003876,6
90003048,90002568,7
90003048,90003875,8
90003048,90003593,9
90003048,90002427,10
90003049,90003049,1
90003049,90002943,2
90003049,90003063,3
90003049,90002508,4
90003049,90002688,5
90003049,90003293,6
90003049,90010846,7
90003049,90002226,8
90003049,90002535,9
90003049,90003071,10
90003049,90003451,11
90003049,90002904,12
90003049,90003354,13
90003049,90002269,14
90003049,90011326,15
90003049,90002941,16
90003049,90002805,17
90003049,90002999,18
90003049,90011733,19
90003049,90003158,20
90003050,90002316,1
90003050,90002329,2
90003050,90002672,3
90003050,90003263,4
90003050,90010003,5
90003050,90010662,6
90003050,90011930,7
90003050,90003011,8
90003050,90010925,9
90003050,90010576,10
90003050,90010208,11
90003050,90003003,12
90003050,90011686,13
90003050,90011014,14
90003050,90010926,15
90003050,90010530,16
90003050,90010230,17
90003050,90011129,18
90003050,90010176,19
90003050,90010204,20
90003051,90003051,1
90003051,90002879,2
90003051,90010048,3
90003051,90002882,4
90003051,90010054,5
90003051,90010107,6
90003051,90003562,7
90003051,90010311,8
90003051,90010148,9
90003051,90003016,10
90003051,90002257,11
90003051,90002636,12
90003051,90002420,13
90003051,90003341,14
90003051,90002419,15
90003051,90010340,16
90003051,90010205,17
90003051,90002894,18
90003051,90010202,19
90003051,90010339,20
90003052,90003052,1
90003052,90002985,2
90003052,90003349,3
90003052,90003055,4
90003052,90003271,5
90003052,90002757,6
90003052,90010023,7
90003052,90002768,8
90003052,90002780,9
90003052,90002930,10
90003052,90002577,11
90003052,90002331,12
90003052,90002537,13
90003052,90002362,14
90003052,90003516,15
90003052,90002637,16
90003052,90003613,17
90003052,90003431,18
90003052,90003567,19
90003052,90003970,20
90003055,90003055,1
90003055,90002757,2
90003055,90002985,3
90003055,90010023,4
90003055,90003271,5
90003055,90003516,6
90003055,90002780,7
90003055,90003613,8
90003055,90002930,9
90003055,90002331,10
90003055,90002577,11
90003055,90002768,12
90003055,90002439,13
90003055,90002537,14
90003055,90002637,15
90003055,90002362,16
90003055,90003970,17
90003055,90011663,18
90003055,90010959,19
90003055,90003431,20
90003056,90003056,1
90003056,90010116,2
90003056,90003253,3
90003056,90002643,4
90003056,90010887,5
90003056,90010004,6
90003056,90003508,7
90003056,90002651,8
90003056,90003248,9
90003056,90003025,10
90003056,90003239,11
90003056,90003251,12
90003056,90003241,13
90003056,90002660,14
90003056,90002606,15
90003056,90010129,16
90003056,90003242,17
90003056,90011142,18
90003056,90002501,19
90003056,90002468,20
90003058,90010156,1
90003058,90002500,2
90003058,90003466,3
90003058,90011315,4
90003058,90011731,5
90003058,90002246,6
90003058,90011745,7
90003058,90003732,8
90003058,90002249,9
90003058,90002230,10
90003058,90010591,11
90003058,90002782,12
90003058,90003086,13
90003058,90010430,14
90003058,90010562,15
90003058,90002225,16
90003058,90002290,17
90003058,90003530,18
90003058,90011390,19
90003058,90004078,20
90003059,90003059,1
90003059,90003337,2
90003059,90010711,3
90003059,90010494,4
90003059,90002723,5
90003059,90010431,6
90003059,90010090,7
90003059,90010482,8
90003059,90010549,9
90003059,90003630,10
90003061,90003061,1
90003061,90011841,2
90003061,90002994,3
90003061,90003394,4
90003061,90011853,5
90003061,90010286,6
90003061,90011253,7
90003061,90002721,8
90003061,90003426,9
90003061,90011601,10
90003061,90011292,11
90003061,90002213,12
90003061,90002843,13
90003061,90010578,14
90003061,90002889,15
90003061,90010381,16
90003061,90002983,17
90003061,90010650,18
90003061,90002615,19
90003061,90003548,20
90003062,90003062,1
90003062,90002918,2
90003062,90002656,3
90003062,90011856,4
90003062,90002657,5
90003062,90010254,6
90003062,90002314,7
90003062,90010989,8
90003062,90002554,9
90003062,90010627,10
90003062,90011766,11
90003062,90003230,12
90003062,90010697,13
90003062,90010018,14
90003062,90011330,15
90003062,90010123,16
90003062,90003599,17
90003062,90010038,18
90003062,90011217,19
90003062,90003886,20
90003063,90003063,1
90003063,90002943,2
90003063,90003049,3
90003063,90002892,4
90003063,90002688,5
90003063,90002508,6
90003063,90010149,7
90003063,90003518,8
90003063,90002226,9
90003063,90002535,10
90003063,90003371,11
90003063,90003071,12
90003063,90003159,13
90003063,90002904,14
90003063,90003160,15
90003063,90003354,16
90003063,90003629,17
90003063,90002269,18
90003063,90011326,19
90003063,90010846,20
90003064,90003064,1
90003064,90003456,2
90003064,90004109,3
90003064,90003555,4
90003064,90003068,5
90003064,90010379,6
90003064,90003223,7
90003064,90004106,8
90003064,90003217,9
90003064,90003450,10
90003065,90003065,1
90003065,90002305,2
90003065,90002454,3
90003065,90010220,4
90003065,90002937,5
90003065,90003014,6
90003065,90002289,7
90003065,90010186,8
90003065,90002884,9
90003065,90003348,10
90003065,90010124,11
90003065,90003034,12
90003065,90011757,13
90003065,90010370,14
90003065,90003522,15
90003065,90002898,16
90003065,90003620,17
90003065,90002767,18
90003065,90003292,19
90003065,90003114,20
90003067,90003422,1
90003067,90003042,2
90003067,90002290,3
90003067,90002906,4
90003067,90010430,5
90003067,90002418,6
90003067,90003466,7
90003067,90002225,8
90003067,90002246,9
90003067,90011745,10
90003067,90002230,11
90003067,90010770,12
90003067,90003077,13
90003067,90010591,14
90003067,90003086,15
90003067,90010562,16
90003067,90011315,17
90003067,90003530,18
90003067,90011390,19
90003067,90004078,20
90003068,90003068,1
90003068,90010379,2
90003068,90003555,3
90003068,90004109,4
90003068,90003456,5
90003068,90005016,6
90003068,90003064,7
90003068,90011512,8
90003068,90004606,9
90003068,90010100,10
90003069,90003069,1
90003069,90003809,2
90003069,90003286,3
90003069,90003032,4
90003069,90003101,5
90003069,90003567,6
90003069,90003124,7
90003069,90002653,8
90003069,90003052,9
90003069,90010573,10
90003069,90010366,11
90003069,90002557,12
90003069,90002654,13
90003069,90003236,14
90003069,90011088,15
90003069,90011300,16
90003071,90003071,1
90003071,90002508,2
90003071,90002688,3
90003071,90010149,4
90003071,90003629,5
90003071,90002269,6
90003071,90002892,7
90003071,90003117,8
90003071,90003159,9
90003071,90002608,10
90003071,90003063,11
90003071,90002941,12
90003071,90002943,13
90003071,90002226,14
90003071,90002535,15
90003071,90003049,16
90003071,90003354,17
90003071,90011326,18
90003071,90010846,19
90003071,90003160,20
90003072,90003072,1
90003072,90002835,2
90003072,90002741,3
90003072,90011794,4
90003072,90002828,5
90003072,90002734,6
90003072,90011716,7
90003072,90003009,8
90003072,90002261,9
90003072,90002733,10
90003072,90004588,11
90003072,90002908,12
90003072,90002859,13
90003072,90003747,14
90003072,90003780,15
90003072,90000502,16
90003072,90003606,17
90003072,90003098,18
90003072,90003267,19
90003072,90011717,20
90003073,90003073,1
90003073,90010289,2
90003073,90010329,3
90003073,90010338,4
90003073,90003125,5
90003073,90003415,6
90003073,90003616,7
90003073,90003718,8
90003073,90010875,9
90003073,90002589,10
90003077,90003020,1
90003077,90010643,2
90003077,90003577,3
90003077,90003563,4
90003077,90003422,5
90003077,90002993,6
90003077,90002782,7
90003077,90002267,8
90003077,90002893,9
90003077,90010430,10
90003077,90011745,11
90003077,90002225,12
90003077,90002229,13
90003077,90004078,14
90003077,90010516,15
90003077,90002500,16
90003077,90002290,17
90003077,90010562,18
90003077,90011315,19
90003077,90011390,20
90003078,90003078,1
90003078,90002217,2
90003078,90003254,3
90003078,90011723,4
90003078,90002641,5
90003078,90011772,6
90003078,90011699,7
90003078,90003237,8
90003078,90003391,9
90003078,90011718,10
90003078,90003171,11
90003078,90003589,12
90003078,90011693,13
90003078,90003246,14
90003078,90002428,15
90003078,90011751,16
90003078,90010240,17
90003078,90011726,18
90003078,90003007,19
90003078,90011811,20
90003079,90003079,1
90003079,90011792,2
90003079,90004035,3
90003079,90011860,4
90003079,90003570,5
90003079,90003851,6
90003079,90010463,7
90003079,90003491,8
90003079,90003280,9
90003079,90003325,10
90003079,90011223,11
90003079,90010560,12
90003079,90003324,13
90003079,90011203,14
90003079,90011201,15
90003079,90011200,16
90003082,90003082,1
90003082,90002667,2
90003082,90003089,3
90003082,90003173,4
90003082,90003740,5
90003082,90002790,6
90003082,90011385,7
90003082,90010412,8
90003082,90010072,9
90003082,90002848,10
90003086,90003086,1
90003086,90002271,2
90003086,90002500,3
90003086,90003732,4
90003086,90002418,5
90003086,90003513,6
90003086,90010442,7
90003086,90003782,8
90003086,90010156,9
90003086,90002611,10
90003086,90002759,11
90003086,90010461,12
90003086,90002896,13
90003086,90003329,14
90003086,90010908,15
90003086,90011409,16
90003086,90002993,17
90003086,90010643,18
90003086,90002841,19
90003086,90002267,20
90003087,90003131,1
90003087,90003130,2
90003087,90003094,3
90003087,90002928,4
90003087,90010787,5
90003087,90003122,6
90003087,90003425,7
90003087,90003544,8
90003087,90003116,9
90003087,90010251,10
90003087,90010605,11
90003087,90010674,12
90003087,90010188,13
90003087,90003869,14
90003087,90003532,15
90003087,90010154,16
90003087,90004114,17
90003087,90010248,18
90003087,90010525,19
90003087,90011399,20
90003088,90003088,1
90003088,90011498,2
90003088,90011705,3
90003088,90010037,4
90003088,90002350,5
90003088,90010077,6
90003088,90002731,7
90003088,90003395,8
90003088,90002357,9
90003088,90003193,10
90003088,90002307,11
90003088,90010805,12
90003088,90002812,13
90003088,90002358,14
90003088,90003484,15
90003088,90010619,16
90003088,90003285,17
90003088,90003220,18
90003088,90010177,19
90003088,90010075,20
90003089,90003089,1
90003089,90002667,2
90003089,90003082,3
90003089,90003173,4
90003089,90003740,5
90003089,90002790,6
90003089,90011385,7
90003089,90010412,8
90003089,90010072,9
90003089,90002848,10
90003090,90003130,1
90003090,90010550,2
90003090,90002928,3
90003090,90003131,4
90003090,90010787,5
90003090,90003425,6
90003090,90003544,7
90003090,90010251,8
90003090,90010605,9
90003090,90010674,10
90003090,90003122,11
90003090,90010188,12
90003090,90003116,13
90003090,90003532,14
90003090,90010248,15
90003090,90003869,16
90003090,90004114,17
90003090,90010154,18
90003090,90010525,19
90003090,90011399,20
90003091,90003091,1
90003091,90003460,2
90003091,90003891,3
90003091,90003890,4
90003091,90002845,5
90003091,90002600,6
90003091,90011062,7
90003091,90010423,8
90003091,90011664,9
90003091,90011635,10
90003092,90003092,1
90003092,90002946,2
90003092,90002871,3
90003092,90002481,4
90003092,90002441,5
90003092,90002677,6
90003092,90010679,7
90003092,90002642,8
90003092,90003400,9
90003092,90002555,10
90003092,90002675,11
90003092,90003638,12
90003092,90011397,13
90003092,90003319,14
90003092,90003795,15
90003092,90002787,16
90003092,90010135,17
90003092,90002442,18
90003092,90011333,19
90003092,90003126,20
90003093,90003093,1
90003093,90010805,2
90003093,90010636,3
90003093,90003481,4
90003093,90010144,5
90003093,90011658,6
90003093,90010924,7
90003093,90003206,8
90003093,90010158,9
90003093,90010075,10
90003093,90010076,11
90003093,90010308,12
90003093,90004053,13
90003093,90010622,14
90003093,90010143,15
90003093,90010579,16
90003093,90003503,17
90003093,90010508,18
90003093,90011346,19
90003093,90010056,20
90003094,90003087,1
90003094,90010441,2
90003094,90010251,3
90003094,90010605,4
90003094,90002928,5
90003094,90003131,6
90003094,90003425,7
90003094,90003544,8
90003094,90010674,9
90003094,90010787,10
90003094,90003122,11
90003094,90010188,12
90003094,90003532,13
90003094,90010248,14
90003094,90003869,15
90003094,90003116,16
90003094,90004114,17
90003094,90010154,18
90003094,90010525,19
90003094,90011399,20
90003097,90002818,1
90003097,90002435,2
90003097,90011850,3
90003097,90011636,4
90003097,90002520,5
90003097,90011328,6
90003097,90010032,7
90003097,90011614,8
90003097,90003249,9
90003097,90010613,10
90003097,90003877,11
90003097,90002711,12
90003097,90002715,13
90003097,90003183,14
90003097,90010768,15
90003097,90010808,16
90003097,90002819,17
90003097,90002821,18
90003097,90010114,19
90003097,90010417,20
90003098,90003098,1
90003098,90002794,2
90003098,90002859,3
90003098,90002908,4
90003098,90002733,5
90003098,90002734,6
90003098,90011794,7
90003098,90002741,8
90003098,90003748,9
90003098,90010598,10
90003098,90003747,11
90003098,90003072,12
90003098,90011716,13
90003098,90004828,14
90003098,90002828,15
90003098,90003780,16
90003098,90002261,17
90003098,90003009,18
90003098,90004588,19
90003098,90011717,20
90003099,90003099,1
90003099,90003359,2
90003099,90010413,3
90003099,90003356,4
90003099,90002549,5
90003099,90003282,6
90003099,90010561,7
90003099,90002790,8
90003099,90010412,9
90003099,90010072,10
90003101,90003101,1
90003101,90003809,2
90003101,90003032,3
90003101,90003069,4
90003101,90003567,5
90003101,90003286,6
90003101,90002557,7
90003101,90003124,8
90003101,90002653,9
90003101,90003952,10
90003101,90010573,11
90003101,90010366,12
90003101,90002654,13
90003101,90003236,14
90003101,90010350,15
90003101,90011088,16
90003101,90010535,17
90003101,90003966,18
90003102,90002417,1
90003102,90002929,2
90003102,90002779,3
90003102,90010180,4
90003102,90002445,5
90003102,90011769,6
90003102,90011367,7
90003102,90003787,8
90003102,90003788,9
90003102,90003789,10
90003102,90003727,11
90003102,90003387,12
90003102,90002777,13
90003102,90010642,14
90003102,90002444,15
90003102,90003728,16
90003102,90010586,17
90003102,90002778,18
90003102,90010825,19
90003102,90003729,20
90003103,90003103,1
90003103,90003542,2
90003103,90010683,3
90003103,90002938,4
90003103,90010900,5
90003103,90003218,6
90003103,90002784,7
90003103,90003539,8
90003103,90003290,9
90003103,90003102,10
90003107,90003107,1
90003107,90011663,2
90003107,90002362,3
90003107,90002757,4
90003107,90002439,5
90003107,90011371,6
90003107,90003412,7
90003107,90010063,8
90003107,90010119,9
90003107,90011398,10
90003107,90003612,11
90003107,90003516,12
90003107,90010959,13
90003107,90003327,14
90003107,90003970,15
90003107,90002637,16
90003107,90010927,17
90003107,90003431,18
90003107,90002537,19
90003107,90010948,20
90003110,90003110,1
90003110,90002962,2
90003110,90003203,3
90003110,90002297,4
90003110,90002510,5
90003110,90010050,6
90003110,90002345,7
90003110,90010582,8
90003110,90002910,9
90003110,90002220,10
90003110,90003167,11
90003110,90003255,12
90003110,90002279,13
90003110,90003200,14
90003110,90002797,15
90003110,90010803,16
90003110,90011666,17
90003110,90010663,18
90003110,90010279,19
90003110,90002298,20
90003111,90003111,1
90003111,90003015,2
90003111,90011707,3
